source_table,column,classification,allowed_purchase_model,allowed_quantity_model,allowed_optimizer,available_at_decision_time,leakage_risk,privacy_risk,reason,notes
Sales_Order,StoreID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Sales_Order,OrderChannel,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,OrderDate,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,OrderStatus,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,GrossAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,DiscountAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,TaxAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,ShippingAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order,NetAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order_Line,OrderLineID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Sales_Order_Line,OrderID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Sales_Order_Line,ProductID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Sales_Order_Line,Qty,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order_Line,UnitPrice,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order_Line,DiscountAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Sales_Order_Line,PromotionID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Sales_Order_Line,LineAmount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Search_Events,SearchID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Search_Events,SessionID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Search_Events,CustomerID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Search_Events,Keyword,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Search_Events,EventTime,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Search_Events,ClickedProductID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Search_Events,ResultCount,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Search_Events,Channel,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Search_Events,DeviceType,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Store,StoreID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Store,StoreName,PROHIBITED_UNREVIEWED,False,False,False,True,HIGH,LOW,Deny-by-default: column is not on the explicit Phase 2 raw-feature allowlist,
Store,RegionID,CONDITIONAL_PRE_DECISION,True,True,True,True,MEDIUM,LOW,"Explicit conditional allowlist; requires coverage, sparsity, fairness, or proxy approval",
Store,StoreType,ALLOWED_PRE_DECISION,True,True,True,True,LOW,LOW,Explicit raw-feature allowlist; still subject to point-in-time validation,
Store,City,PROHIBITED_UNREVIEWED,False,False,False,True,HIGH,LOW,Deny-by-default: column is not on the explicit Phase 2 raw-feature allowlist,
Store,OpenDate,ALLOWED_PRE_DECISION,True,True,True,True,LOW,LOW,Explicit raw-feature allowlist; still subject to point-in-time validation,
Store,StoreStatus,ALLOWED_PRE_DECISION,True,True,True,True,LOW,LOW,Explicit raw-feature allowlist; still subject to point-in-time validation,
Weather,WeatherID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Weather,RegionID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Weather,Date,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Weather,TemperatureF,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Weather,Condition,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Weather,PrecipitationIn,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Weather,SnowfallIn,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Weather,HumidityPct,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Wishlist,WishlistID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Wishlist,CustomerID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Wishlist,ProductID,JOIN_ONLY_IDENTIFIER,False,False,False,True,LOW,LOW,Join key only; not an unrestricted raw model feature,
Wishlist,AddedDate,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Wishlist,WishlistStatus,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
Wishlist,RemovedDate,DERIVATION_ONLY,False,False,False,True,MEDIUM,LOW,Raw event/outcome is allowed only through leakage-safe historical aggregation,Raw values must not be fed to ML
