entity_id,decisions,covered_decisions,coverage_rate
PRO001035,1,0,0.000000
PRO001036,1,0,0.000000
PRO001037,4,0,0.000000
PRO001038,11,1,0.090909
PRO001039,6,0,0.000000
PRO001040,12,0,0.000000
PRO001041,5,0,0.000000
PRO001044,43,2,0.046511
PRO001046,7,0,0.000000
PRO001047,33,3,0.090909
PRO001048,7,0,0.000000
PRO001049,166,9,0.054216
PRO001050,11,0,0.000000
PRO001051,10,0,0.000000
PRO001052,4,0,0.000000
PRO001054,12,0,0.000000
PRO001055,6,0,0.000000
PRO001056,2,0,0.000000
PRO001058,1,0,0.000000
PRO001060,3,0,0.000000
PRO001061,18,0,0.000000
PRO001062,7,0,0.000000
PRO001064,2,0,0.000000
PRO001065,8,0,0.000000
PRO001066,14,0,0.000000
PRO001068,3,0,0.000000
PRO001069,1,0,0.000000
PRO001070,12,0,0.000000
PRO001071,1,0,0.000000
PRO001072,3,0,0.000000
PRO001075,48,2,0.041666
PRO001076,22,0,0.000000
PRO001077,3,0,0.000000
PRO001078,1,0,0.000000
PRO001079,4,0,0.000000
PRO001080,6,0,0.000000
PRO001081,6,1,0.166666
PRO001083,6,0,0.000000
PRO001084,4,0,0.000000
PRO001085,14,0,0.000000
PRO001086,3,0,0.000000
PRO001087,2,0,0.000000
PRO001088,28,1,0.035714
PRO001089,3,0,0.000000
PRO001090,11,0,0.000000
PRO001091,5,0,0.000000
PRO001092,1,0,0.000000
PRO001093,3,0,0.000000
PRO001094,1,0,0.000000
PRO001095,10,0,0.000000
PRO001096,30,0,0.000000
PRO001097,5,0,0.000000
PRO001099,3,0,0.000000
PRO001100,4,0,0.000000
PRO001101,4,0,0.000000
PRO001102,4,0,0.000000
PRO001103,2,0,0.000000
PRO001104,7,0,0.000000
PRO001105,7,0,0.000000
PRO001106,3,0,0.000000
PRO001107,5,0,0.000000
PRO001108,1,0,0.000000
PRO001109,2,0,0.000000
PRO001110,1,0,0.000000
PRO001111,7,0,0.000000
PRO001112,5,0,0.000000
PRO001113,3,0,0.000000
PRO001114,7,0,0.000000
PRO001115,1,0,0.000000
PRO001116,4,0,0.000000
PRO001117,6,0,0.000000
PRO001118,7,0,0.000000
PRO001119,8,0,0.000000
PRO001120,4,0,0.000000
PRO001122,8,0,0.000000
PRO001123,14,0,0.000000
PRO001124,10,0,0.000000
PRO001125,9,1,0.111111
PRO001126,3,0,0.000000
PRO001127,26,1,0.038461
PRO001128,5,0,0.000000
PRO001129,7,0,0.000000
PRO001130,3,0,0.000000
PRO001131,2,2,1.000000
PRO001132,17,0,0.000000
PRO001133,7,0,0.000000
PRO001134,7,0,0.000000
PRO001135,25,1,0.040000
PRO001136,6,0,0.000000
PRO001137,7,1,0.142857
PRO001138,2,0,0.000000
PRO001140,5,0,0.000000
PRO001141,1,0,0.000000
PRO001142,6,2,0.333333
PRO001144,54,3,0.055555
PRO001145,5,0,0.000000
PRO001146,2,0,0.000000
PRO001147,6,0,0.000000
PRO001148,16,0,0.000000
PRO001149,3,0,0.000000
PRO001150,15,1,0.066666
PRO001151,21,0,0.000000
PRO001153,6,0,0.000000
PRO001154,43,3,0.069767
PRO001155,4,0,0.000000
PRO001156,3,0,0.000000
PRO001157,8,0,0.000000
PRO001159,3,0,0.000000
PRO001160,2,0,0.000000
PRO001161,56,0,0.000000
PRO001163,5,0,0.000000
PRO001164,1,0,0.000000
PRO001165,5,0,0.000000
PRO001166,10,0,0.000000
PRO001167,4,0,0.000000
PRO001168,11,0,0.000000
PRO001169,3,0,0.000000
PRO001171,6,4,0.666666
PRO001173,16,0,0.000000
PRO001174,1,0,0.000000
PRO001175,16,0,0.000000
PRO001176,16,0,0.000000
PRO001177,6,0,0.000000
PRO001178,3,0,0.000000
PRO001179,2,0,0.000000
PRO001180,2,0,0.000000
PRO001181,5,0,0.000000
PRO001182,2,0,0.000000
PRO001183,5,0,0.000000
PRO001184,12,0,0.000000
PRO001185,2,1,0.500000
PRO001186,10,0,0.000000
PRO001187,34,1,0.029411
PRO001188,31,1,0.032258
PRO001189,3,0,0.000000
PRO001190,4,2,0.500000
PRO001191,8,0,0.000000
PRO001192,7,0,0.000000
PRO001193,6,0,0.000000
PRO001194,1,0,0.000000
PRO001195,52,1,0.019230
PRO001197,6,0,0.000000
PRO001198,13,0,0.000000
PRO001199,7,0,0.000000
PRO001201,4,0,0.000000
PRO001202,12,0,0.000000
PRO001205,2,0,0.000000
PRO001208,3,0,0.000000
PRO001209,17,1,0.058823
PRO001211,4,0,0.000000
PRO001212,3,1,0.333333
PRO001213,5,1,0.200000
PRO001217,74,1,0.013513
PRO001218,6,0,0.000000
PRO001219,3,0,0.000000
PRO001220,1,0,0.000000
PRO001221,9,0,0.000000
PRO001222,21,0,0.000000
PRO001223,2,0,0.000000
PRO001224,1,0,0.000000
PRO001225,17,0,0.000000
PRO001226,17,0,0.000000
PRO001227,4,0,0.000000
PRO001228,2,0,0.000000
PRO001229,6,0,0.000000
PRO001230,10,0,0.000000
PRO001231,15,1,0.066666
PRO001232,15,0,0.000000
PRO001233,8,0,0.000000
PRO001234,107,3,0.028037
PRO001236,2,0,0.000000
PRO001237,9,0,0.000000
PRO001238,10,0,0.000000
PRO001239,5,0,0.000000
PRO001240,12,0,0.000000
PRO001241,5,0,0.000000
PRO001242,17,0,0.000000
PRO001243,13,0,0.000000
PRO001244,7,0,0.000000
PRO001245,5,0,0.000000
PRO001246,4,0,0.000000
PRO001248,4,0,0.000000
PRO001249,19,0,0.000000
PRO001250,3,0,0.000000
PRO001252,4,0,0.000000
PRO001253,25,1,0.040000
PRO001254,6,0,0.000000
PRO001255,11,0,0.000000
PRO001256,9,0,0.000000
PRO001257,2,0,0.000000
PRO001258,6,0,0.000000
PRO001259,14,4,0.285714
PRO001260,4,0,0.000000
PRO001261,1,1,1.000000
PRO001262,3,0,0.000000
PRO001263,1,0,0.000000
PRO001264,14,0,0.000000
PRO001265,4,0,0.000000
PRO001267,10,0,0.000000
PRO001268,14,0,0.000000
PRO001269,8,0,0.000000
PRO001270,4,0,0.000000
PRO001271,1,0,0.000000
PRO001273,7,0,0.000000
PRO001274,3,0,0.000000
PRO001275,2,0,0.000000
PRO001276,3,0,0.000000
PRO001277,16,2,0.125000
PRO001278,25,1,0.040000
PRO001279,4,0,0.000000
PRO001281,13,0,0.000000
PRO001282,1,0,0.000000
PRO001283,8,0,0.000000
PRO001284,12,3,0.250000
PRO001285,8,0,0.000000
PRO001286,9,0,0.000000
PRO001287,5,0,0.000000
PRO001289,11,0,0.000000
PRO001290,4,0,0.000000
PRO001293,3,0,0.000000
PRO001295,2,0,0.000000
PRO001296,2,0,0.000000
PRO001297,2,0,0.000000
PRO001298,1,0,0.000000
PRO001299,26,0,0.000000
PRO001300,5,0,0.000000
PRO001301,11,0,0.000000
PRO001302,9,0,0.000000
PRO001303,10,0,0.000000
PRO001304,5,0,0.000000
PRO001305,10,0,0.000000
PRO001308,3,0,0.000000
PRO001309,9,0,0.000000
PRO001310,8,0,0.000000
PRO001311,7,0,0.000000
PRO001312,5,0,0.000000
PRO001313,1,0,0.000000
PRO001314,18,0,0.000000
PRO001315,1,0,0.000000
PRO001316,17,0,0.000000
PRO001317,12,1,0.083333
PRO001318,28,2,0.071428
PRO001319,45,0,0.000000
PRO001320,13,0,0.000000
PRO001321,27,1,0.037037
PRO001322,8,0,0.000000
PRO001323,3,0,0.000000
PRO001325,6,0,0.000000
PRO001326,7,0,0.000000
PRO001328,9,0,0.000000
PRO001329,4,2,0.500000
PRO001330,2,0,0.000000
PRO001331,22,0,0.000000
PRO001332,8,0,0.000000
PRO001333,32,1,0.031250
PRO001335,7,0,0.000000
PRO001336,17,0,0.000000
PRO001337,11,0,0.000000
PRO001340,4,0,0.000000
PRO001342,33,3,0.090909
PRO001343,26,3,0.115384
PRO001345,2,0,0.000000
PRO001347,11,0,0.000000
PRO001348,15,0,0.000000
PRO001349,3,1,0.333333
PRO001350,2,0,0.000000
PRO001351,169,38,0.224852
PRO001352,74,1,0.013513
PRO001353,6,0,0.000000
PRO001354,9,1,0.111111
PRO001355,8,0,0.000000
PRO001356,10,0,0.000000
PRO001357,7,0,0.000000
PRO001358,31,1,0.032258
PRO001359,9,1,0.111111
PRO001360,9,2,0.222222
PRO001361,1,0,0.000000
PRO001362,4,0,0.000000
PRO001363,21,0,0.000000
PRO001364,2,2,1.000000
PRO001365,1,0,0.000000
PRO001366,4,0,0.000000
PRO001367,10,0,0.000000
PRO001368,4,0,0.000000
PRO001369,1,0,0.000000
PRO001370,22,4,0.181818
PRO001371,1,0,0.000000
PRO001372,4,0,0.000000
PRO001373,6,0,0.000000
PRO001374,27,0,0.000000
PRO001375,6,0,0.000000
PRO001376,2,0,0.000000
PRO001377,9,0,0.000000
PRO001379,10,0,0.000000
PRO001380,3,0,0.000000
PRO001381,16,3,0.187500
PRO001382,7,0,0.000000
PRO001383,10,0,0.000000
PRO001384,4,0,0.000000
PRO001385,16,1,0.062500
PRO001386,22,0,0.000000
PRO001387,5,0,0.000000
PRO001388,9,2,0.222222
PRO001389,2,0,0.000000
PRO001390,2,0,0.000000
PRO001391,11,6,0.545454
PRO001392,4,0,0.000000
PRO001393,4,0,0.000000
PRO001394,3,0,0.000000
PRO001395,5,0,0.000000
PRO001396,90,2,0.022222
PRO001397,4,1,0.250000
PRO001398,17,0,0.000000
PRO001399,6,0,0.000000
PRO001400,5,0,0.000000
PRO001401,82,7,0.085365
PRO001402,19,0,0.000000
PRO001403,7,0,0.000000
PRO001404,8,0,0.000000
PRO001405,13,0,0.000000
PRO001406,2,2,1.000000
PRO001407,1,0,0.000000
PRO001408,10,0,0.000000
PRO001409,5,0,0.000000
PRO001410,4,0,0.000000
PRO001411,5,1,0.200000
PRO001412,7,0,0.000000
PRO001413,15,0,0.000000
PRO001414,5,0,0.000000
PRO001415,11,0,0.000000
PRO001417,3,0,0.000000
PRO001418,1,0,0.000000
PRO001419,2,0,0.000000
PRO001420,4,0,0.000000
PRO001421,23,1,0.043478
PRO001422,12,0,0.000000
PRO001423,15,0,0.000000
PRO001424,7,2,0.285714
PRO001425,5,0,0.000000
PRO001426,18,3,0.166666
PRO001427,3,0,0.000000
PRO001429,12,0,0.000000
PRO001430,3,0,0.000000
PRO001431,3,0,0.000000
PRO001432,3,0,0.000000
PRO001433,13,2,0.153846
PRO001435,7,0,0.000000
PRO001436,4,0,0.000000
PRO001437,12,3,0.250000
PRO001438,10,0,0.000000
PRO001439,24,1,0.041666
PRO001441,2,0,0.000000
PRO001442,15,2,0.133333
PRO001443,2,0,0.000000
PRO001446,24,0,0.000000
PRO001447,14,0,0.000000
PRO001448,2,0,0.000000
PRO001449,3,0,0.000000
PRO001450,4,0,0.000000
PRO001451,1,0,0.000000
PRO001452,99,0,0.000000
PRO001453,103,0,0.000000
PRO001454,5,0,0.000000
PRO001455,2,0,0.000000
PRO001456,6,0,0.000000
PRO001458,5,0,0.000000
PRO001459,17,0,0.000000
PRO001460,1,0,0.000000
PRO001462,14,0,0.000000
PRO001463,7,0,0.000000
PRO001464,9,0,0.000000
PRO001465,22,0,0.000000
PRO001466,16,1,0.062500
PRO001467,18,0,0.000000
PRO001468,3,0,0.000000
PRO001469,6,0,0.000000
PRO001470,5,0,0.000000
PRO001471,5,0,0.000000
PRO001472,3,0,0.000000
PRO001473,2,0,0.000000
PRO001474,11,0,0.000000
PRO001475,2,2,1.000000
PRO001476,14,0,0.000000
PRO001477,10,0,0.000000
PRO001478,36,0,0.000000
PRO001479,3,0,0.000000
PRO001480,37,5,0.135135
PRO001481,3,0,0.000000
PRO001482,16,0,0.000000
PRO001483,5,0,0.000000
PRO001484,11,0,0.000000
PRO001485,7,0,0.000000
PRO001486,6,0,0.000000
PRO001487,6,0,0.000000
PRO001488,2,0,0.000000
PRO001489,1,0,0.000000
PRO001490,3,0,0.000000
PRO001491,7,0,0.000000
PRO001492,25,0,0.000000
PRO001493,33,6,0.181818
PRO001494,4,0,0.000000
PRO001496,20,0,0.000000
PRO001497,9,2,0.222222
PRO001498,11,0,0.000000
PRO001499,2,0,0.000000
PRO001500,4,0,0.000000
PRO001501,2,0,0.000000
PRO001502,13,0,0.000000
PRO001503,3,0,0.000000
PRO001504,10,1,0.100000
PRO001505,13,0,0.000000
PRO001506,119,14,0.117647
PRO001507,7,1,0.142857
PRO001508,13,0,0.000000
PRO001509,12,0,0.000000
PRO001510,1,0,0.000000
PRO001511,9,0,0.000000
PRO001512,3,0,0.000000
PRO001513,10,0,0.000000
PRO001514,7,0,0.000000
PRO001515,38,3,0.078947
PRO001516,1,0,0.000000
PRO001517,1,0,0.000000
PRO001518,18,0,0.000000
PRO001519,2,0,0.000000
PRO001520,10,0,0.000000
PRO001521,16,1,0.062500
PRO001522,5,0,0.000000
PRO001523,1,0,0.000000
PRO001524,12,0,0.000000
PRO001525,32,0,0.000000
PRO001526,1,0,0.000000
PRO001528,3,0,0.000000
PRO001529,7,0,0.000000
PRO001530,2,0,0.000000
PRO001532,9,0,0.000000
PRO001533,4,0,0.000000
PRO001534,16,0,0.000000
PRO001535,10,0,0.000000
PRO001536,7,0,0.000000
PRO001537,4,0,0.000000
PRO001538,2,0,0.000000
PRO001539,7,0,0.000000
PRO001540,11,0,0.000000
PRO001541,6,0,0.000000
PRO001542,3,0,0.000000
PRO001543,28,0,0.000000
PRO001544,19,0,0.000000
PRO001545,9,0,0.000000
PRO001546,35,3,0.085714
PRO001547,9,3,0.333333
PRO001548,1,0,0.000000
PRO001549,5,0,0.000000
PRO001550,13,0,0.000000
PRO001551,5,0,0.000000
PRO001552,9,0,0.000000
PRO001554,3,0,0.000000
PRO001555,1,0,0.000000
PRO001556,2,0,0.000000
PRO001557,11,0,0.000000
PRO001558,5,1,0.200000
PRO001561,8,0,0.000000
PRO001562,6,0,0.000000
PRO001564,7,0,0.000000
PRO001565,4,0,0.000000
PRO001566,8,0,0.000000
PRO001567,1,0,0.000000
PRO001568,14,0,0.000000
PRO001569,2,0,0.000000
PRO001570,9,0,0.000000
PRO001571,1,0,0.000000
PRO001572,3,1,0.333333
PRO001573,1,0,0.000000
PRO001574,101,10,0.099009
PRO001576,58,2,0.034482
PRO001577,5,0,0.000000
PRO001578,1,0,0.000000
PRO001579,19,0,0.000000
PRO001580,7,0,0.000000
PRO001581,1,0,0.000000
PRO001582,1,0,0.000000
PRO001583,2,0,0.000000
PRO001584,27,2,0.074074
PRO001585,4,0,0.000000
PRO001586,5,0,0.000000
PRO001587,9,0,0.000000
PRO001588,4,0,0.000000
PRO001590,4,0,0.000000
PRO001591,1,0,0.000000
PRO001592,6,0,0.000000
PRO001593,8,0,0.000000
PRO001594,9,0,0.000000
PRO001595,12,0,0.000000
PRO001596,8,0,0.000000
PRO001597,4,0,0.000000
PRO001598,7,1,0.142857
PRO001599,4,0,0.000000
PRO001600,23,0,0.000000
PRO001601,24,0,0.000000
PRO001602,3,0,0.000000
PRO001603,15,0,0.000000
PRO001604,20,2,0.100000
PRO001605,7,0,0.000000
PRO001606,3,0,0.000000
PRO001607,3,0,0.000000
PRO001608,7,0,0.000000
PRO001609,7,0,0.000000
PRO001610,2,0,0.000000
PRO001612,7,0,0.000000
PRO001613,4,1,0.250000
PRO001614,4,0,0.000000
PRO001615,1,0,0.000000
PRO001616,4,0,0.000000
PRO001617,1,0,0.000000
PRO001619,16,0,0.000000
PRO001620,3,0,0.000000
PRO001621,7,0,0.000000
PRO001622,1,0,0.000000
PRO001623,15,0,0.000000
PRO001624,4,0,0.000000
PRO001625,4,0,0.000000
PRO001626,44,2,0.045454
PRO001627,5,0,0.000000
PRO001628,4,0,0.000000
PRO001629,1,0,0.000000
PRO001630,5,0,0.000000
PRO001631,13,0,0.000000
PRO001632,32,3,0.093750
PRO001633,100,5,0.050000
PRO001634,16,2,0.125000
PRO001635,2,0,0.000000
PRO001636,10,0,0.000000
PRO001637,14,1,0.071428
PRO001638,5,0,0.000000
PRO001639,51,3,0.058823
PRO001640,5,0,0.000000
PRO001641,17,0,0.000000
PRO001642,1,0,0.000000
PRO001643,6,0,0.000000
PRO001644,15,0,0.000000
PRO001647,3,1,0.333333
PRO001648,4,0,0.000000
PRO001649,7,0,0.000000
PRO001650,4,0,0.000000
PRO001651,8,0,0.000000
PRO001652,12,0,0.000000
PRO001653,12,0,0.000000
PRO001654,4,0,0.000000
PRO001655,142,2,0.014084
PRO001657,2,0,0.000000
PRO001658,3,1,0.333333
PRO001660,7,0,0.000000
PRO001661,7,0,0.000000
PRO001662,11,0,0.000000
PRO001663,31,3,0.096774
PRO001664,6,0,0.000000
PRO001665,7,0,0.000000
PRO001667,1,0,0.000000
PRO001668,2,0,0.000000
PRO001669,3,0,0.000000
PRO001670,3,0,0.000000
PRO001672,27,0,0.000000
PRO001673,3,0,0.000000
PRO001674,1,0,0.000000
PRO001675,33,0,0.000000
PRO001676,3,0,0.000000
PRO001677,3,0,0.000000
PRO001678,2,0,0.000000
PRO001680,5,3,0.600000
PRO001682,5,0,0.000000
PRO001683,5,1,0.200000
PRO001684,8,0,0.000000
PRO001685,8,0,0.000000
PRO001686,4,0,0.000000
PRO001687,22,0,0.000000
PRO001688,2,0,0.000000
PRO001689,48,2,0.041666
PRO001690,5,0,0.000000
PRO001691,1,0,0.000000
PRO001692,2,0,0.000000
PRO001693,4,0,0.000000
PRO001694,1,0,0.000000
PRO001696,39,0,0.000000
PRO001697,10,0,0.000000
PRO001698,17,0,0.000000
PRO001699,6,0,0.000000
PRO001700,2,0,0.000000
PRO001701,24,0,0.000000
PRO001702,2,0,0.000000
PRO001703,3,0,0.000000
PRO001704,2,0,0.000000
PRO001705,5,0,0.000000
PRO001706,1,0,0.000000
PRO001707,21,0,0.000000
PRO001708,15,0,0.000000
PRO001709,4,0,0.000000
PRO001710,3,0,0.000000
PRO001711,1,1,1.000000
PRO001713,21,0,0.000000
PRO001714,7,1,0.142857
PRO001715,3,0,0.000000
PRO001716,32,2,0.062500
PRO001717,9,0,0.000000
PRO001718,2,0,0.000000
PRO001719,6,0,0.000000
PRO001720,46,0,0.000000
PRO001721,2,0,0.000000
PRO001722,6,0,0.000000
PRO001723,1,0,0.000000
PRO001724,8,0,0.000000
PRO001725,3,0,0.000000
PRO001726,15,0,0.000000
PRO001727,2,0,0.000000
PRO001728,4,0,0.000000
PRO001729,6,0,0.000000
PRO001730,3,0,0.000000
PRO001731,1,0,0.000000
PRO001732,13,3,0.230769
PRO001733,44,2,0.045454
PRO001734,4,0,0.000000
PRO001736,8,1,0.125000
PRO001737,25,2,0.080000
PRO001739,2,0,0.000000
PRO001740,5,0,0.000000
PRO001741,16,1,0.062500
PRO001742,4,0,0.000000
PRO001743,2,0,0.000000
PRO001744,43,5,0.116279
PRO001745,4,0,0.000000
PRO001746,22,0,0.000000
PRO001747,6,0,0.000000
PRO001748,3,0,0.000000
PRO001750,9,0,0.000000
PRO001752,11,0,0.000000
PRO001753,1,0,0.000000
PRO001754,50,2,0.040000
PRO001755,5,0,0.000000
PRO001756,1,0,0.000000
PRO001757,12,0,0.000000
PRO001758,8,0,0.000000
PRO001759,3,0,0.000000
PRO001760,4,0,0.000000
PRO001761,7,0,0.000000
PRO001762,5,3,0.600000
PRO001763,1,0,0.000000
PRO001764,6,0,0.000000
PRO001765,9,0,0.000000
PRO001766,10,0,0.000000
PRO001767,2,0,0.000000
PRO001768,18,0,0.000000
PRO001769,4,0,0.000000
PRO001770,20,0,0.000000
PRO001771,7,0,0.000000
PRO001772,24,0,0.000000
PRO001773,8,0,0.000000
PRO001775,13,1,0.076923
PRO001776,28,3,0.107142
PRO001777,4,0,0.000000
PRO001778,24,0,0.000000
PRO001779,3,0,0.000000
PRO001780,12,3,0.250000
PRO001781,16,0,0.000000
PRO001782,2,0,0.000000
PRO001783,4,0,0.000000
PRO001784,3,0,0.000000
PRO001785,2,0,0.000000
PRO001786,3,0,0.000000
PRO001787,47,8,0.170212
PRO001788,11,1,0.090909
PRO001789,26,0,0.000000
PRO001790,4,0,0.000000
PRO001791,5,0,0.000000
PRO001792,25,3,0.120000
PRO001793,23,0,0.000000
PRO001794,2,0,0.000000
PRO001795,2,0,0.000000
PRO001796,1,0,0.000000
PRO001797,6,0,0.000000
PRO001799,42,4,0.095238
PRO001800,14,1,0.071428
PRO001801,16,0,0.000000
PRO001802,12,1,0.083333
PRO001803,19,0,0.000000
PRO001804,47,1,0.021276
PRO001805,12,0,0.000000
PRO001806,7,1,0.142857
PRO001807,22,1,0.045454
PRO001808,46,3,0.065217
PRO001810,4,0,0.000000
PRO001811,7,0,0.000000
PRO001812,3,0,0.000000
PRO001813,27,0,0.000000
PRO001814,4,0,0.000000
PRO001815,19,3,0.157894
PRO001816,14,0,0.000000
PRO001817,4,0,0.000000
PRO001818,7,0,0.000000
PRO001819,11,0,0.000000
PRO001820,1,0,0.000000
PRO001821,13,1,0.076923
PRO001822,7,0,0.000000
PRO001823,95,3,0.031578
PRO001824,13,1,0.076923
PRO001825,21,0,0.000000
PRO001826,22,1,0.045454
PRO001827,18,3,0.166666
PRO001828,15,0,0.000000
PRO001829,6,0,0.000000
PRO001830,9,0,0.000000
PRO001831,11,1,0.090909
PRO001832,1,0,0.000000
PRO001833,7,0,0.000000
PRO001834,32,4,0.125000
PRO001835,15,0,0.000000
PRO001836,5,0,0.000000
PRO001837,4,0,0.000000
PRO001838,1,0,0.000000
PRO001839,8,0,0.000000
PRO001840,7,1,0.142857
PRO001841,1,0,0.000000
PRO001842,9,0,0.000000
PRO001843,70,2,0.028571
PRO001844,14,0,0.000000
PRO001845,14,0,0.000000
PRO001847,176,30,0.170454
PRO001848,3,0,0.000000
PRO001849,249,35,0.140562
PRO001850,4,0,0.000000
PRO001851,5,0,0.000000
PRO001852,4,0,0.000000
PRO001853,2,0,0.000000
PRO001854,2,0,0.000000
PRO001855,3,0,0.000000
PRO001856,5,0,0.000000
PRO001858,2,0,0.000000
PRO001859,9,0,0.000000
PRO001860,23,1,0.043478
PRO001861,10,0,0.000000
PRO001862,2,0,0.000000
PRO001863,5,0,0.000000
PRO001864,6,0,0.000000
PRO001865,4,1,0.250000
PRO001866,1,0,0.000000
PRO001867,5,0,0.000000
PRO001868,6,0,0.000000
PRO001869,3,0,0.000000
PRO001870,3,0,0.000000
PRO001871,6,0,0.000000
PRO001872,20,0,0.000000
PRO001873,94,14,0.148936
PRO001874,2,0,0.000000
PRO001875,17,0,0.000000
PRO001876,1,0,0.000000
PRO001877,3,0,0.000000
PRO001878,4,0,0.000000
PRO001879,25,0,0.000000
PRO001881,4,0,0.000000
PRO001882,3,0,0.000000
PRO001883,2,0,0.000000
PRO001884,49,2,0.040816
PRO001885,11,0,0.000000
PRO001886,3,0,0.000000
PRO001887,20,0,0.000000
PRO001888,7,0,0.000000
PRO001889,33,0,0.000000
PRO001891,24,1,0.041666
PRO001892,3,0,0.000000
PRO001893,5,0,0.000000
PRO001894,7,0,0.000000
PRO001895,1,0,0.000000
PRO001896,42,3,0.071428
PRO001897,2,0,0.000000
PRO001898,2,0,0.000000
PRO001899,1,0,0.000000
PRO001900,4,0,0.000000
PRO001901,2,0,0.000000
PRO001902,41,0,0.000000
PRO001903,1,0,0.000000
PRO001904,6,2,0.333333
PRO001905,5,0,0.000000
PRO001906,7,0,0.000000
PRO001907,1,0,0.000000
PRO001909,4,0,0.000000
PRO001910,66,2,0.030303
PRO001911,10,0,0.000000
PRO001913,9,0,0.000000
PRO001914,6,1,0.166666
PRO001915,6,0,0.000000
PRO001916,6,0,0.000000
PRO001917,11,0,0.000000
PRO001918,3,0,0.000000
PRO001919,33,13,0.393939
PRO001920,7,0,0.000000
PRO001921,5,0,0.000000
PRO001922,5,0,0.000000
PRO001923,6,0,0.000000
PRO001925,9,0,0.000000
PRO001926,5,0,0.000000
PRO001927,1,0,0.000000
PRO001928,18,0,0.000000
PRO001930,21,0,0.000000
PRO001931,19,2,0.105263
PRO001932,43,0,0.000000
PRO001933,3,0,0.000000
PRO001934,3,0,0.000000
PRO001936,2,0,0.000000
PRO001937,6,0,0.000000
PRO001938,17,1,0.058823
PRO001939,2,0,0.000000
PRO001940,20,0,0.000000
PRO001941,3,0,0.000000
PRO001942,4,0,0.000000
PRO001943,12,0,0.000000
PRO001944,14,0,0.000000
PRO001945,1,0,0.000000
PRO001946,6,0,0.000000
PRO001947,2,0,0.000000
PRO001948,8,1,0.125000
PRO001949,5,0,0.000000
PRO001950,11,0,0.000000
PRO001951,89,7,0.078651
PRO001953,2,0,0.000000
PRO001954,4,0,0.000000
PRO001955,7,0,0.000000
PRO001956,79,7,0.088607
PRO001957,8,0,0.000000
PRO001958,4,0,0.000000
PRO001960,44,0,0.000000
PRO001961,1,0,0.000000
PRO001962,5,0,0.000000
PRO001964,2,0,0.000000
PRO001965,5,0,0.000000
PRO001966,3,0,0.000000
PRO001967,29,4,0.137931
PRO001968,4,0,0.000000
PRO001969,2,0,0.000000
PRO001970,14,3,0.214285
PRO001971,1,0,0.000000
PRO001972,2,0,0.000000
PRO001973,16,0,0.000000
PRO001974,3,0,0.000000
PRO001975,44,1,0.022727
PRO001976,4,0,0.000000
PRO001978,13,0,0.000000
PRO001979,12,0,0.000000
PRO001980,19,0,0.000000
PRO001981,2,0,0.000000
PRO001983,2,1,0.500000
PRO001985,13,0,0.000000
PRO001986,3,0,0.000000
PRO001987,6,0,0.000000
PRO001988,1,0,0.000000
PRO001989,4,1,0.250000
PRO001990,10,2,0.200000
PRO001991,1,0,0.000000
PRO001992,28,2,0.071428
PRO001993,8,0,0.000000
PRO001994,6,1,0.166666
PRO001995,4,0,0.000000
PRO001997,11,0,0.000000
PRO001998,11,0,0.000000
PRO001999,33,0,0.000000
PRO002000,7,0,0.000000
PRO002001,2,0,0.000000
PRO002002,12,0,0.000000
PRO002003,85,8,0.094117
PRO002004,8,0,0.000000
PRO002005,25,0,0.000000
PRO002006,5,0,0.000000
PRO002007,20,0,0.000000
PRO002008,3,0,0.000000
PRO002009,4,0,0.000000
PRO002010,20,0,0.000000
PRO002011,11,1,0.090909
PRO002012,9,0,0.000000
PRO002013,10,0,0.000000
PRO002014,6,2,0.333333
PRO002015,9,0,0.000000
PRO002016,11,0,0.000000
PRO002017,7,0,0.000000
PRO002018,5,0,0.000000
PRO002019,2,0,0.000000
PRO002020,20,0,0.000000
PRO002021,2,1,0.500000
PRO002022,5,0,0.000000
PRO002023,7,0,0.000000
PRO002024,6,0,0.000000
PRO002025,13,0,0.000000
PRO002027,3,0,0.000000
PRO002028,7,1,0.142857
PRO002029,12,0,0.000000
PRO002030,6,0,0.000000
PRO002031,1,0,0.000000
PRO002032,5,1,0.200000
PRO002033,16,0,0.000000
PRO002034,11,0,0.000000
PRO002035,6,1,0.166666
PRO002036,6,0,0.000000
PRO002037,6,0,0.000000
PRO002038,3,0,0.000000
PRO002039,4,0,0.000000
PRO002040,1,0,0.000000
PRO002041,9,0,0.000000
PRO002043,5,0,0.000000
PRO002044,14,0,0.000000
PRO002045,5,2,0.400000
PRO002046,25,0,0.000000
PRO002047,11,0,0.000000
PRO002048,82,8,0.097560
PRO002049,59,3,0.050847
PRO002050,5,0,0.000000
PRO002051,58,3,0.051724
PRO002052,5,0,0.000000
PRO002053,21,0,0.000000
PRO002054,5,1,0.200000
PRO002055,1,0,0.000000
PRO002056,1,0,0.000000
PRO002057,1,0,0.000000
PRO002058,22,0,0.000000
PRO002059,3,0,0.000000
PRO002061,9,2,0.222222
PRO002062,11,0,0.000000
PRO002063,4,1,0.250000
PRO002064,1,0,0.000000
PRO002065,6,0,0.000000
PRO002066,3,0,0.000000
PRO002068,17,1,0.058823
PRO002069,22,1,0.045454
PRO002070,4,0,0.000000
PRO002071,1,1,1.000000
PRO002072,9,0,0.000000
